timestamp,temperature_c,temperature_f,humidity,soil_moisture,lux,ph,soil_moisture_1,soil_temp,conductivity,nitrogen,phosphorus,potassium,heater,water_pump,nutrients_pump,mister,white_light,LED_light,live_stream
2025-04-27T18:21:05.136733,24.8,76.64,42.0,46.14,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:06.450284,24.7,76.46000000000001,42.0,45.45,37,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:07.731002,24.5,76.1,42.0,45.45,37,5.82,13.3,19.8,551,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:09.018317,24.2,75.56,42.0,45.94,37,5.82,13.3,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:10.299616,24.2,75.56,42.0,45.94,37,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:11.606230,24.4,75.92,42.0,46.14,37,5.81,13.3,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:12.920407,23.1,73.58000000000001,43.0,46.14,37,5.81,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:14.206551,23.6,74.48,43.0,46.33,36,5.81,13.4,19.8,544,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:21:15.496294,23.2,73.75999999999999,43.0,46.33,36,5.81,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:16.789632,23.2,73.75999999999999,43.0,46.04,37,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:18.079335,23.4,74.12,42.0,46.04,37,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:19.389349,23.5,74.30000000000001,43.0,46.33,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:20.663749,23.2,73.75999999999999,43.0,46.33,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:21.952243,23.0,73.4,43.0,46.43,37,5.82,13.4,19.8,552,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:21:23.217215,23.6,74.48,43.0,46.43,37,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:24.558235,23.2,73.75999999999999,43.0,46.24,37,5.82,13.3,19.8,552,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:25.864360,23.2,73.75999999999999,43.0,46.24,37,5.82,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:27.145668,23.1,73.58000000000001,43.0,46.14,36,5.82,13.4,19.8,551,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:28.454144,23.1,73.58000000000001,43.0,46.14,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:29.764355,23.7,74.66,43.0,46.33,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:31.026191,23.4,74.12,43.0,46.33,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:32.302562,23.4,74.12,43.0,46.43,37,5.82,13.3,19.8,553,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:33.564918,23.4,74.12,43.0,46.43,37,5.81,13.4,19.8,544,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:21:34.858449,23.4,74.12,43.0,46.43,37,5.81,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:36.149680,23.4,74.12,43.0,46.43,37,5.83,13.3,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:37.427343,23.4,74.12,43.0,46.24,36,5.83,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:38.708980,23.6,74.48,43.0,46.24,36,5.82,13.3,19.8,552,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:21:40.026619,23.9,75.02,43.0,46.14,37,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:41.310020,23.6,74.48,43.0,46.14,37,5.82,13.4,19.8,552,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:42.618306,23.4,74.12,43.0,45.85,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:43.897109,23.4,74.12,43.0,45.85,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:45.191410,23.4,74.12,43.0,46.43,36,5.82,13.3,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:46.476478,23.4,74.12,43.0,46.43,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:47.767279,23.1,73.58000000000001,43.0,46.04,37,5.81,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:49.069210,23.1,73.58000000000001,43.0,46.04,37,5.81,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:50.352524,23.6,74.48,43.0,46.43,36,5.81,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:51.655525,23.1,73.58000000000001,43.0,46.43,36,5.81,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:52.950742,23.7,74.66,43.0,46.24,37,5.82,13.3,19.8,544,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:21:54.238694,23.4,74.12,43.0,46.33,37,5.82,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:55.532547,23.3,73.94,43.0,46.33,37,5.82,13.3,19.8,544,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:21:56.815886,23.1,73.58000000000001,44.0,46.33,37,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:21:58.142364,23.8,74.84,44.0,46.14,36,5.82,13.3,19.8,551,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:21:59.445591,23.6,74.48,44.0,46.14,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:00.766145,23.5,74.30000000000001,44.0,46.33,36,5.82,13.3,19.8,551,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:02.053791,23.8,74.84,44.0,46.33,36,5.82,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:03.376625,23.9,75.02,44.0,46.24,36,5.82,13.3,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:04.685873,23.4,74.12,44.0,46.24,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:05.996946,23.9,75.02,44.0,46.53,36,5.82,13.3,19.8,549,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:07.273289,23.1,73.58000000000001,44.0,46.53,36,5.82,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:08.554649,23.7,74.66,44.0,46.24,36,5.82,13.4,19.8,542,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:22:09.842798,23.9,75.02,44.0,46.24,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:11.132408,23.6,74.48,44.0,46.04,36,5.82,13.4,19.8,553,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:12.417535,23.6,74.48,44.0,46.04,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:13.713198,23.6,74.48,44.0,46.24,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:15.009366,23.7,74.66,44.0,46.24,36,5.81,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:16.304320,23.7,74.66,44.0,45.65,36,5.81,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:17.585517,23.8,74.84,44.0,45.65,36,5.81,13.4,19.8,545,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:18.899203,23.1,73.58000000000001,44.0,46.24,36,5.81,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:20.193425,23.4,74.12,43.0,46.24,36,5.81,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:21.483885,23.1,73.58000000000001,43.0,46.04,36,5.81,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:22.761656,23.1,73.58000000000001,42.0,46.04,36,5.82,13.4,19.8,549,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:24.088280,23.6,74.48,42.0,46.04,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:25.382703,23.9,75.02,43.0,46.04,36,5.82,13.2,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:26.659853,23.9,75.02,43.0,46.33,37,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:27.936492,23.5,74.30000000000001,43.0,46.33,37,5.82,13.3,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:29.220045,23.5,74.30000000000001,43.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:30.505422,23.7,74.66,43.0,45.94,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:31.818006,23.8,74.84,43.0,46.04,36,5.82,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:33.105323,23.1,73.58000000000001,43.0,46.04,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:34.414497,23.3,73.94,43.0,46.04,37,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:35.715709,23.0,73.4,43.0,46.04,37,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:37.005727,23.0,73.4,43.0,45.85,36,5.81,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:38.288312,23.1,73.58000000000001,44.0,45.85,36,5.81,13.1,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:39.568247,23.8,74.84,44.0,46.14,36,5.81,13.3,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:40.848596,23.6,74.48,43.0,46.14,36,5.81,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:42.159397,23.2,73.75999999999999,43.0,46.14,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:43.476444,23.2,73.75999999999999,43.0,46.14,36,5.82,13.2,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:44.754913,23.4,74.12,43.0,46.04,36,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:46.040502,23.4,74.12,43.0,46.04,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:47.349713,23.6,74.48,43.0,45.94,36,5.82,13.3,19.8,545,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:48.599450,23.9,75.02,43.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:49.876599,23.9,75.02,43.0,46.24,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:51.202564,23.3,73.94,43.0,46.24,36,5.81,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:52.506365,23.5,74.30000000000001,43.0,46.04,36,5.81,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:53.820519,23.4,74.12,43.0,46.04,36,5.81,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:22:55.114692,23.5,74.30000000000001,43.0,45.94,36,5.82,13.3,19.8,551,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:22:56.407283,23.4,74.12,43.0,45.94,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:57.715034,23.4,74.12,43.0,45.94,36,5.81,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:22:59.009634,23.4,74.12,43.0,45.94,36,5.81,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:00.320110,23.4,74.12,43.0,46.14,36,5.81,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:01.645216,23.4,74.12,43.0,46.14,36,5.81,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:02.939280,23.6,74.48,43.0,46.43,36,5.82,13.4,19.8,554,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:04.216440,23.4,74.12,43.0,46.43,36,5.82,13.2,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:05.494426,23.1,73.58000000000001,43.0,46.14,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:06.787536,23.6,74.48,43.0,46.14,36,5.81,13.2,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:08.082062,23.1,73.58000000000001,43.0,46.04,36,5.81,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:09.358958,23.1,73.58000000000001,43.0,46.04,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:10.642577,23.1,73.58000000000001,43.0,46.04,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:11.920547,23.4,74.12,43.0,46.04,36,5.83,13.4,19.8,551,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:23:13.225357,23.1,73.58000000000001,43.0,46.14,36,5.83,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:14.526753,23.1,73.58000000000001,43.0,46.14,36,5.82,13.3,19.8,552,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:15.803770,23.6,74.48,43.0,46.04,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:17.102988,23.8,74.84,43.0,46.04,36,5.82,13.2,19.8,550,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:18.379981,23.8,74.84,43.0,45.94,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:19.705470,23.8,74.84,43.0,45.94,36,5.82,13.4,19.8,551,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:20.969024,23.2,73.75999999999999,43.0,45.94,36,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:22.244332,23.8,74.84,43.0,45.94,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:23.522369,23.3,73.94,43.0,45.45,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:24.842037,23.3,73.94,43.0,45.45,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:26.129642,23.5,74.30000000000001,43.0,45.94,36,5.82,13.4,19.8,542,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:23:27.433296,23.0,73.4,43.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:28.716170,23.2,73.75999999999999,43.0,46.14,36,5.83,13.4,19.8,545,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:29.992842,23.2,73.75999999999999,43.0,46.14,36,5.83,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:31.277358,23.8,74.84,43.0,46.04,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:32.572355,23.7,74.66,43.0,46.04,36,5.82,13.3,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:33.872423,23.2,73.75999999999999,43.0,46.04,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:35.158528,23.8,74.84,43.0,46.04,36,5.81,13.4,19.8,545,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:36.495080,23.8,74.84,43.0,45.85,36,5.81,13.4,19.8,553,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:37.775501,23.0,73.4,43.0,45.85,36,5.81,13.4,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:39.086595,23.1,73.58000000000001,43.0,46.24,36,5.81,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:40.355742,23.9,75.02,43.0,46.24,36,5.81,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:41.680639,23.1,73.58000000000001,43.0,46.53,36,5.81,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:42.971127,23.1,73.58000000000001,43.0,46.53,36,5.81,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:44.264619,23.1,73.58000000000001,43.0,46.24,36,5.81,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:45.552919,23.1,73.58000000000001,43.0,46.24,36,5.82,13.3,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:46.836883,23.3,73.94,43.0,46.24,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:48.112084,23.1,73.58000000000001,43.0,46.24,36,5.83,13.3,19.8,543,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:23:49.416175,23.9,75.02,43.0,46.33,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:50.705826,23.9,75.02,43.0,46.33,36,5.82,13.4,19.8,543,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:23:51.996077,23.9,75.02,43.0,46.43,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:53.301578,23.9,75.02,43.0,46.43,36,5.83,13.3,19.8,552,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:54.575636,23.9,75.02,43.0,46.43,36,5.83,13.4,19.8,553,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:55.858887,23.7,74.66,43.0,46.43,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:57.136764,23.8,74.84,43.0,46.04,36,5.81,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:23:58.444904,23.6,74.48,43.0,46.04,36,5.81,13.5,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:23:59.727830,23.7,74.66,43.0,45.75,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:01.006739,23.7,74.66,43.0,45.75,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:02.313381,23.4,74.12,43.0,46.33,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:03.602475,23.8,74.84,43.0,46.33,36,5.82,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:04.881599,23.9,75.02,42.0,46.33,36,5.82,13.4,19.8,552,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:06.179321,23.9,75.02,42.0,46.33,36,5.82,13.2,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:07.466992,23.0,73.4,43.0,46.24,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:08.776449,23.1,73.58000000000001,43.0,46.24,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:10.054091,23.9,75.02,43.0,46.63,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:11.347171,23.0,73.4,43.0,46.63,36,5.82,13.3,19.8,553,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:12.632123,23.4,74.12,43.0,46.33,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:13.951225,23.4,74.12,43.0,46.33,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:15.229920,23.4,74.12,43.0,46.04,36,5.83,13.4,19.8,553,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:16.538454,23.4,74.12,43.0,46.04,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:17.815806,23.7,74.66,43.0,46.24,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:19.108091,23.9,75.02,43.0,46.24,36,5.82,13.3,19.8,543,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:24:20.401253,23.6,74.48,43.0,46.33,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:21.662240,23.6,74.48,43.0,46.33,36,5.82,13.4,19.8,551,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:24:22.940496,23.2,73.75999999999999,43.0,46.43,36,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:24.236205,23.2,73.75999999999999,43.0,46.43,36,5.83,13.4,19.8,551,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:25.513352,23.2,73.75999999999999,43.0,46.43,36,5.83,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:26.804381,23.1,73.58000000000001,43.0,46.43,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:28.081525,23.1,73.58000000000001,43.0,46.24,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:29.391538,23.1,73.58000000000001,43.0,46.24,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:30.669033,23.1,73.58000000000001,43.0,46.53,36,5.83,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:31.956413,23.8,74.84,43.0,46.53,36,5.83,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:33.255282,23.2,73.75999999999999,43.0,45.94,36,5.83,13.4,19.8,552,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:24:34.566580,23.9,75.02,43.0,45.94,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:35.857884,23.9,75.02,43.0,45.94,36,5.82,13.3,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:37.104541,23.3,73.94,44.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:38.429967,23.2,73.75999999999999,44.0,45.94,36,5.82,13.4,19.8,551,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:39.707411,23.2,73.75999999999999,44.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:40.952611,23.2,73.75999999999999,44.0,46.43,36,5.82,13.3,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:42.235832,23.0,73.4,43.0,46.43,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:43.512049,23.0,73.4,43.0,46.04,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:44.832625,23.0,73.4,43.0,46.04,36,5.82,13.3,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:46.093471,23.0,73.4,43.0,45.85,36,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:47.385065,23.6,74.48,43.0,45.85,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:48.708339,23.8,74.84,43.0,46.14,36,5.81,13.4,19.8,545,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:50.005611,23.8,74.84,43.0,46.14,36,5.81,13.3,19.8,549,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:51.289544,23.8,74.84,43.0,45.94,36,5.81,13.3,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:52.578171,23.8,74.84,43.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:53.872053,23.5,74.30000000000001,43.0,45.94,36,5.82,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:55.148580,23.9,75.02,43.0,45.94,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:56.425260,23.9,75.02,43.0,45.65,36,5.82,13.4,19.8,545,38,54,109,off,off,off,off,off,0,on
2025-04-27T18:24:57.708951,23.9,75.02,43.0,45.65,36,5.82,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:24:59.014218,23.9,75.02,43.0,46.14,36,5.83,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:25:00.284041,23.1,73.58000000000001,43.0,46.14,36,5.83,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:01.593162,23.7,74.66,43.0,45.55,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:02.908403,23.5,74.30000000000001,43.0,45.55,36,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:04.185794,23.5,74.30000000000001,43.0,45.94,36,5.83,13.3,19.8,552,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:25:05.454563,23.3,73.94,43.0,45.94,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:06.774936,23.0,73.4,43.0,46.04,36,5.83,13.4,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:08.048285,23.6,74.48,43.0,46.04,36,5.82,13.4,19.8,547,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:25:09.359710,23.1,73.58000000000001,43.0,45.94,36,5.82,13.3,19.8,553,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:10.634085,23.2,73.75999999999999,43.0,45.94,36,5.82,13.3,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:25:11.918578,23.0,73.4,43.0,45.94,36,5.82,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:13.223860,23.9,75.02,43.0,45.94,36,5.83,13.4,19.8,540,38,54,108,off,off,off,off,off,0,on
2025-04-27T18:25:14.534145,23.9,75.02,43.0,46.14,36,5.83,13.4,19.8,551,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:15.810036,23.2,73.75999999999999,43.0,46.14,36,5.82,13.4,19.8,548,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:25:17.088567,23.2,73.75999999999999,43.0,45.94,36,5.82,13.4,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:18.381155,23.0,73.4,43.0,45.94,36,5.83,13.4,19.8,552,39,54,109,off,off,off,off,off,0,on
2025-04-27T18:25:19.658401,23.8,74.84,43.0,46.14,36,5.83,13.3,19.8,552,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:20.953434,23.9,75.02,43.0,46.14,36,5.82,13.3,19.8,550,39,55,110,off,off,off,off,off,0,on
2025-04-27T18:25:22.214025,23.9,75.02,43.0,45.36,36,5.82,13.4,19.8,546,39,54,109,off,off,off,off,off,0,on
