received_timestamp,sent_timestamp,latency_ms
22:12:59.536,22:12:57.088,2448
22:13:01.534,22:12:59.029,2505
22:13:02.982,22:13:00.957,2025
22:13:05.637,22:13:02.953,2684
22:13:07.833,22:13:05.077,2756
22:13:08.887,22:13:07.023,1864
22:13:11.392,22:13:09.073,2319
22:13:13.697,22:13:10.994,2703
22:13:15.539,22:13:12.932,2607
22:13:17.374,22:13:14.918,2456
22:13:19.544,22:13:16.927,2617
22:13:21.326,22:13:18.921,2405
22:13:23.215,22:13:20.926,2289
22:13:25.365,22:13:23.076,2289
22:13:27.250,22:13:24.986,2264
22:13:29.632,22:13:26.882,2750
22:13:31.773,22:13:29.092,2681
22:13:33.740,22:13:31.062,2678
22:13:35.763,22:13:33.093,2670
22:13:37.283,22:13:34.993,2290
22:13:39.624,22:13:37.084,2540
22:13:41.757,22:13:39.067,2690
22:13:43.636,22:13:41.024,2612
22:13:45.743,22:13:43.145,2598
22:13:47.837,22:13:45.072,2765
22:13:49.390,22:13:46.934,2456
22:13:51.535,22:13:48.987,2548
22:13:53.735,22:13:50.981,2754
22:13:56.221,22:13:53.131,3090
22:13:57.538,22:13:55.075,2463
22:13:59.883,22:13:56.935,2948
22:14:01.518,22:13:59.066,2452
22:14:03.770,22:14:01.105,2665
22:14:05.425,22:14:03.039,2386
22:14:07.343,22:14:05.077,2266
22:14:09.626,22:14:07.007,2619
22:14:11.608,22:14:08.920,2688
22:14:13.962,22:14:10.878,3084
22:14:15.308,22:14:13.075,2233
22:14:17.700,22:14:14.919,2781
22:14:19.894,22:14:17.119,2775
22:14:21.423,22:14:18.895,2528
22:14:23.934,22:14:20.962,2972
22:14:25.252,22:14:23.068,2184
22:14:27.976,22:14:25.106,2870
22:14:29.117,22:14:27.028,2089
22:14:31.850,22:14:29.011,2839
22:14:33.357,22:14:30.931,2426
22:14:35.530,22:14:32.996,2534
22:14:37.177,22:14:35.141,2036
22:14:39.546,22:14:36.900,2646
22:14:41.182,22:14:39.098,2084
22:14:43.535,22:14:41.053,2482
22:14:45.676,22:14:43.061,2615
22:14:47.522,22:14:45.003,2519
22:14:49.171,22:14:47.117,2054
22:14:51.539,22:14:48.990,2549
22:14:53.691,22:14:50.908,2783
22:14:55.782,22:14:53.115,2667
22:14:58.212,22:14:54.992,3220
22:14:59.348,22:14:56.722,2626
22:15:01.622,22:14:59.063,2559
22:15:03.725,22:15:01.105,2620
22:15:06.026,22:15:03.120,2906
22:15:07.242,22:15:05.077,2165
22:15:09.431,22:15:06.904,2527
22:15:11.588,22:15:09.036,2552
22:15:13.800,22:15:11.011,2789
22:15:15.709,22:15:12.989,2720
22:15:17.947,22:15:14.985,2962
22:15:19.565,22:15:16.986,2579
22:15:21.538,22:15:18.931,2607
22:15:24.181,22:15:20.927,3254
22:15:25.521,22:15:23.134,2387
22:15:27.806,22:15:24.997,2809
22:15:29.421,22:15:26.596,2825
22:15:31.263,22:15:28.853,2410
22:15:33.906,22:15:30.902,3004
22:15:35.573,22:15:33.112,2461
22:15:37.389,22:15:34.920,2469
22:15:39.198,22:15:36.958,2240
22:15:42.187,22:15:39.107,3080
22:15:43.401,22:15:41.042,2359
22:15:45.910,22:15:43.025,2885
22:15:47.525,22:15:45.103,2422
22:15:50.406,22:15:47.098,3308
22:15:51.160,22:15:48.964,2196
22:15:53.917,22:15:50.993,2924
22:15:55.526,22:15:52.923,2603
22:15:57.690,22:15:54.952,2738
22:15:59.754,22:15:57.144,2610
22:16:02.076,22:15:58.917,3159
22:16:03.693,22:16:00.922,2771
22:16:05.914,22:16:02.939,2975
22:16:07.274,22:16:05.106,2168
22:16:09.815,22:16:07.101,2714
22:16:12.183,22:16:08.978,3205
22:16:13.430,22:16:10.899,2531
22:16:15.270,22:16:13.149,2121
22:16:17.530,22:16:15.034,2496
22:16:19.519,22:16:16.920,2599
22:16:22.146,22:16:19.064,3082
22:16:23.403,22:16:20.987,2416
22:16:26.153,22:16:23.054,3099
22:16:27.811,22:16:24.713,3098
22:16:29.759,22:16:27.017,2742
22:16:32.143,22:16:28.932,3211
22:16:33.969,22:16:30.913,3056
22:16:35.204,22:16:33.008,2196
22:16:37.531,22:16:34.807,2724
22:16:39.380,22:16:37.030,2350
22:16:41.080,22:16:39.107,1973
22:16:43.173,22:16:40.886,2287
22:16:46.230,22:16:43.109,3121
22:16:47.814,22:16:45.021,2793
22:16:49.968,22:16:47.015,2953
22:16:51.964,22:16:49.015,2949
22:16:53.693,22:16:51.070,2623
22:16:56.000,22:16:52.997,3003
22:16:58.012,22:16:54.700,3312
22:16:58.923,22:16:57.057,1866
22:17:02.138,22:16:58.897,3241
22:17:03.886,22:17:00.726,3160
22:17:05.808,22:17:02.911,2897
22:17:08.336,22:17:04.988,3348
22:17:10.187,22:17:06.899,3288
22:17:11.522,22:17:09.059,2463
22:17:13.862,22:17:10.981,2881
22:17:15.382,22:17:12.762,2620
22:17:17.801,22:17:15.114,2687
22:17:19.265,22:17:17.097,2168
22:17:22.239,22:17:19.092,3147
22:17:23.699,22:17:21.035,2664
22:17:26.152,22:17:22.996,3156
22:17:27.330,22:17:24.957,2373
22:17:29.859,22:17:26.816,3043
22:17:31.610,22:17:29.108,2502
22:17:33.619,22:17:30.974,2645
22:17:35.962,22:17:32.945,3017
22:17:37.219,22:17:34.920,2299
22:17:39.959,22:17:36.958,3001
22:17:41.544,22:17:38.893,2651
22:17:43.958,22:17:40.936,3022
22:17:45.513,22:17:43.088,2425
22:17:47.017,22:17:45.131,1886
22:17:49.732,22:17:47.101,2631
22:17:51.739,22:17:49.070,2669
22:17:53.971,22:17:51.037,2934
22:17:55.782,22:17:53.106,2676
22:17:57.229,22:17:55.108,2121
22:17:59.133,22:17:56.928,2205
22:18:01.317,22:17:58.890,2427
22:18:03.791,22:18:01.087,2704
22:18:05.840,22:18:03.090,2750
22:18:06.969,22:18:05.067,1902
22:18:09.542,22:18:07.074,2468
22:18:11.515,22:18:08.949,2566
22:18:13.748,22:18:11.084,2664
22:18:15.622,22:18:12.964,2658
22:18:17.915,22:18:14.913,3002
22:18:19.641,22:18:16.878,2763
22:18:21.773,22:18:18.966,2807
22:18:23.812,22:18:20.994,2818
22:18:25.136,22:18:23.039,2097
22:18:27.363,22:18:25.051,2312
22:18:29.742,22:18:27.026,2716
22:18:31.548,22:18:29.131,2417
22:18:33.655,22:18:30.886,2769
22:18:35.888,22:18:32.881,3007
22:18:37.509,22:18:34.908,2601
22:18:39.948,22:18:36.938,3010
22:18:41.156,22:18:39.141,2015
22:18:43.764,22:18:41.114,2650
22:18:45.798,22:18:43.023,2775
22:18:47.885,22:18:44.996,2889
22:18:49.374,22:18:46.883,2491
22:18:51.812,22:18:48.961,2851
22:18:53.162,22:18:50.885,2277
22:18:55.823,22:18:53.000,2823
22:18:57.534,22:18:54.966,2568
22:18:59.981,22:18:56.940,3041
22:19:01.975,22:18:59.144,2831
22:19:03.638,22:19:01.090,2548
22:19:05.967,22:19:03.141,2826
22:19:07.538,22:19:04.873,2665
22:19:10.211,22:19:07.140,3071
22:19:11.679,22:19:09.066,2613
22:19:13.964,22:19:11.130,2834
22:19:15.823,22:19:12.995,2828
22:19:17.564,22:19:14.926,2638
22:19:20.091,22:19:16.866,3225
22:19:21.437,22:19:19.025,2412
22:19:24.341,22:19:20.958,3383
22:19:25.972,22:19:22.958,3014
22:19:27.919,22:19:24.968,2951
22:19:30.075,22:19:27.075,3000
22:19:31.790,22:19:28.937,2853
22:19:34.063,22:19:30.889,3174
22:19:36.167,22:19:33.036,3131
22:19:38.200,22:19:34.955,3245
22:19:40.041,22:19:37.102,2939
22:19:41.841,22:19:39.016,2825
22:19:43.663,22:19:41.059,2604
22:19:45.971,22:19:42.938,3033
22:19:47.847,22:19:44.618,3229
22:19:49.961,22:19:47.003,2958
22:19:51.620,22:19:48.954,2666
22:19:53.687,22:19:50.967,2720
22:19:55.555,22:19:52.932,2623
22:19:58.008,22:19:55.133,2875
22:19:59.534,22:19:57.068,2466
22:20:01.883,22:19:59.108,2775
22:20:03.806,22:20:00.944,2862
22:20:05.279,22:20:02.972,2307
22:20:07.984,22:20:04.961,3023
22:20:09.770,22:20:07.128,2642
22:20:11.328,22:20:08.937,2391
22:20:13.583,22:20:10.961,2622
22:20:15.211,22:20:13.063,2148
22:20:17.557,22:20:15.060,2497
22:20:19.942,22:20:16.943,2999
22:20:21.536,22:20:18.863,2673
22:20:23.728,22:20:20.942,2786
22:20:25.989,22:20:23.075,2914
22:20:27.659,22:20:25.077,2582
22:20:29.833,22:20:27.090,2743
22:20:31.530,22:20:28.990,2540
22:20:33.986,22:20:31.002,2984
22:20:34.873,22:20:33.132,1741
22:20:37.811,22:20:35.139,2672
22:20:39.295,22:20:37.072,2223
22:20:41.555,22:20:39.050,2505
22:20:44.180,22:20:40.964,3216
22:20:45.190,22:20:42.920,2270
22:20:47.861,22:20:44.981,2880
22:20:48.735,22:20:47.058,1677
22:20:51.276,22:20:49.082,2194
22:20:53.916,22:20:50.990,2926
22:20:55.404,22:20:53.120,2284
22:20:58.081,22:20:55.104,2977
22:20:59.698,22:20:57.113,2585
22:21:02.151,22:20:59.100,3051
22:21:03.665,22:21:01.040,2625
22:21:06.105,22:21:03.105,3000
22:21:07.428,22:21:05.052,2376
22:21:09.607,22:21:07.033,2574
22:21:11.603,22:21:08.947,2656
22:21:13.820,22:21:11.136,2684
22:21:15.528,22:21:13.060,2468
22:21:17.966,22:21:15.047,2919
22:21:19.905,22:21:16.987,2918
22:21:20.802,22:21:18.965,1837
22:21:23.959,22:21:20.973,2986
22:21:25.594,22:21:22.920,2674
22:21:28.022,22:21:25.114,2908
22:21:28.829,22:21:27.049,1780
22:21:31.780,22:21:29.084,2696
22:21:33.430,22:21:30.921,2509
22:21:35.953,22:21:33.129,2824
22:21:37.395,22:21:35.071,2324
22:21:39.534,22:21:37.067,2467
22:21:42.023,22:21:38.973,3050
22:21:43.542,22:21:41.119,2423
22:21:46.133,22:21:43.131,3002
22:21:47.530,22:21:45.111,2419
22:21:50.061,22:21:46.945,3116
22:21:51.356,22:21:49.104,2252
22:21:53.745,22:21:51.118,2627
22:21:55.044,22:21:53.025,2019
22:21:57.635,22:21:54.930,2705
22:22:00.000,22:21:57.102,2898
22:22:01.413,22:21:59.040,2373
22:22:03.522,22:22:01.083,2439
22:22:05.763,22:22:02.962,2801
22:22:07.582,22:22:04.906,2676
22:22:09.750,22:22:06.926,2824
22:22:11.955,22:22:08.920,3035
22:22:13.816,22:22:11.117,2699
22:22:14.974,22:22:13.142,1832
22:22:17.902,22:22:15.154,2748
22:22:19.316,22:22:17.040,2276
22:22:21.221,22:22:18.987,2234
22:22:23.557,22:22:20.916,2641
22:22:25.906,22:22:23.086,2820
22:22:27.234,22:22:24.981,2253
22:22:29.416,22:22:27.021,2395
22:22:31.365,22:22:29.100,2265
22:22:33.565,22:22:31.078,2487
22:22:35.509,22:22:32.974,2535
22:22:37.745,22:22:34.983,2762
22:22:39.839,22:22:36.993,2846
22:22:41.070,22:22:38.885,2185
22:22:43.393,22:22:40.955,2438
22:22:46.024,22:22:43.089,2935
22:22:47.572,22:22:45.028,2544
22:22:49.263,22:22:47.082,2181
22:22:51.537,22:22:48.977,2560
22:22:53.844,22:22:50.923,2921
22:22:55.030,22:22:53.105,1925
22:22:57.379,22:22:55.112,2267
22:22:59.540,22:22:56.962,2578
22:23:01.539,22:22:58.880,2659
22:23:03.784,22:23:01.043,2741
22:23:05.644,22:23:02.984,2660
22:23:07.365,22:23:04.969,2396
22:23:09.900,22:23:06.967,2933
22:23:11.182,22:23:09.091,2091
22:23:13.951,22:23:11.091,2860
22:23:15.518,22:23:13.020,2498
22:23:17.620,22:23:14.995,2625
22:23:19.627,22:23:16.964,2663
22:23:21.769,22:23:18.919,2850
22:23:23.055,22:23:21.101,1954
22:23:25.306,22:23:22.912,2394
22:23:27.532,22:23:25.078,2454
22:23:29.554,22:23:26.981,2573
22:23:31.762,22:23:28.874,2888
22:23:33.335,22:23:31.136,2199
22:23:35.290,22:23:32.905,2385
22:23:37.198,22:23:35.108,2090
22:23:39.670,22:23:37.065,2605
22:23:41.403,22:23:39.038,2365
22:23:43.411,22:23:41.019,2392
22:23:45.352,22:23:42.960,2392
22:23:47.525,22:23:45.074,2451
22:23:49.703,22:23:47.066,2637
22:23:51.782,22:23:49.024,2758
22:23:53.511,22:23:50.956,2555
22:23:55.511,22:23:52.998,2513
22:23:57.309,22:23:55.138,2171
22:23:59.319,22:23:57.021,2298
22:24:01.258,22:23:58.976,2282
22:24:03.325,22:24:00.969,2356
22:24:05.830,22:24:02.886,2944
22:24:06.983,22:24:05.089,1894
22:24:09.376,22:24:07.103,2273
22:24:11.512,22:24:08.961,2551
22:24:13.512,22:24:10.961,2551
22:24:15.419,22:24:13.134,2285
22:24:17.519,22:24:15.029,2490
22:24:19.515,22:24:16.914,2601
22:24:21.845,22:24:19.021,2824
22:24:23.524,22:24:21.003,2521
22:24:25.835,22:24:23.024,2811
22:24:27.388,22:24:24.948,2440
22:24:29.524,22:24:26.957,2567
22:24:31.714,22:24:29.135,2579
22:24:33.164,22:24:31.015,2149
22:24:35.224,22:24:32.964,2260
22:24:37.647,22:24:34.961,2686
22:24:39.382,22:24:37.122,2260
22:24:41.537,22:24:39.087,2450
22:24:43.535,22:24:41.013,2522
22:24:44.978,22:24:43.023,1955
22:24:47.197,22:24:45.092,2105
22:24:49.671,22:24:47.001,2670
22:24:51.572,22:24:49.146,2426
22:24:53.531,22:24:50.856,2675
22:24:55.538,22:24:53.026,2512
22:24:57.155,22:24:54.897,2258
22:24:59.330,22:24:56.853,2477
22:25:01.360,22:24:59.066,2294
22:25:04.091,22:25:01.021,3070
22:25:05.246,22:25:02.908,2338
22:25:06.856,22:25:04.916,1940
22:25:09.188,22:25:07.061,2127
22:25:11.386,22:25:08.879,2507
22:25:13.224,22:25:11.117,2107
22:25:15.194,22:25:12.864,2330
22:25:17.380,22:25:15.072,2308
22:25:19.435,22:25:16.947,2488
22:25:21.649,22:25:19.107,2542
22:25:23.635,22:25:21.003,2632
22:25:25.367,22:25:23.130,2237
22:25:27.433,22:25:24.876,2557
22:25:28.966,22:25:27.042,1924
22:25:31.538,22:25:29.029,2509
22:25:35.126,22:25:33.137,1989
22:25:37.276,22:25:35.065,2211
22:25:39.529,22:25:37.003,2526
22:25:41.727,22:25:39.126,2601
22:25:43.299,22:25:41.047,2252
22:25:45.574,22:25:42.978,2596
22:25:47.869,22:25:45.125,2744
22:25:49.170,22:25:47.123,2047
